250, 50, 250, 10, 20, seq, secuencial, 1027554.3
250, 50, 500, 10, 20, seq, secuencial, 1508026.6
250, 50, 1000, 10, 20, seq, secuencial, 2594941.2
250, 100, 250, 10, 20, seq, secuencial, 1816039.75
250, 100, 500, 10, 20, seq, secuencial, 3014605.75
250, 100, 1000, 10, 20, seq, secuencial, 5249987.3
250, 200, 250, 10, 20, seq, secuencial, 3490023.05
250, 200, 500, 10, 20, seq, secuencial, 5857744.25
250, 200, 1000, 10, 20, seq, secuencial, 10347375.15
